Year,Holy Year,Total Pilgrims,Gender,Number of Pilgrims by Gender,Completed by,Completed by Number of Pilgrims,Motivation,Motivation Number of Pilgrims,Nationality,Lat,Long,Number of Pilgrims by Nationality,Region Started,Number of Pilgrims per Region Started,Camino Route,Number of Pilgrims per Route,Age Range,Number of Pilgrims per Age Range
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Paraguay ,-23.3165935,-58.1693445,49,Fonsagrada - C.P. ,242,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Argentina ,-34.9964963,-64.9672817,1090,Francia - C.F. ,1955,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Panamá ,8.559559,-81.1308434,32,Francia - C.N ,192,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Rep. Dominicana ,19.0974031,-70.3028026,43,Frómista ,229,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bulgaria ,42.6073975,25.4856617,295,Gijón ,718,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Gonzar ,1,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Grado ,16,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Georgia ,41.6809707,44.0287382,3,Granada ,67,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Serbia ,44.1534121,20.55144,18,Grandas de Salime - C.P. ,177,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Indonesia ,-2.4833826,117.8902853,15,Granja de Moreruela ,175,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cuba ,23.0131338,-80.8328748,47,Gudiña ,237,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Albania ,41.000028,19.9999619,18,Guimaraes ,178,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Guitiriz ,1,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Guntín ,3,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Islas Feroe ,62.0448724,-7.0322972,23,Hendaya ,187,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Eslovenia ,45.8133113,14.4808369,367,Holanda ,723,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Honduras ,15.2572432,-86.0755145,13,Hospital de Orbigo ,157,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Irak ,33.0955793,44.1749775,1,Huelva ,35,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Hungría ,7,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Inglaterra C.F. ,6,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Irlanda C. Ing ,1,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Irlanda C.F. ,14,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Brasil ,-10.3333333,-53.2,2431,Irún ,3389,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ghana ,8.0300284,-1.0800271,2,Italia ,51,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,India ,22.3511148,78.6677428,43,Jaca ,219,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jerusalem ,2,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,La Bañeza ,6,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,La Mesa ,16,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Qatar ,25.3336984,51.2295295,3,La Rioja ,68,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Las Médulas ,1,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pakistán ,30.3308401,71.247499,9,Laza ,144,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Belgica ,50.6402809,4.6667145,1857,Le Puy ,3364,NULL,NULL,NULL,NULL
2013,NULL,NULL,Female,98008,Bike,26646,Religious and other,117785,Alemania ,51.0834196,10.4234469,16203,León ,10739,Camino Portugués ,29550,< 30 ,61114
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Leyre ,1,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sudáfrica ,-28.8166236,24.991639,727,Lisboa ,1067,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Rusia ,64.6863136,97.7453061,526,Logroño ,891,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bolivia ,-17.0568696,-64.9912286,60,Lourdes ,295,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Moldavia ,47.2879608,28.5670941,13,Lourenzá ,168,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Suecia ,59.6749712,14.5208584,1056,Lugo - C.P. ,1704,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Luxemburgo ,6,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Lituania ,55.3500003,23.7499997,255,Madrid - C.F. ,571,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sri Lanka ,7.5554942,80.7137847,6,Madrid - V.P. ,112,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mónaco ,43.733334,7.416667,2,Malaga ,40,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Armenia ,40.7696272,44.6736646,9,Mérida ,144,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Kenya ,1.4419683,38.4313975,3,Molinaseca ,87,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Filipinas ,12.7503486,122.7312101,142,Mondoñedo ,485,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Tanzania ,-6.5247123,35.7878438,2,Monforte de Lemos ,49,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Camerún ,4.6125522,13.1535811,7,Montserrat ,122,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Murcia ,13,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Costa Rica ,10.2735633,-84.0739102,52,Muxia ,265,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Brunei ,4.4137155,114.5653908,1,Nájera ,22,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Namibia ,-23.2335499,17.3231107,8,Navarra ,129,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Congo ,-0.7264327,15.6419155,6,Neda ,107,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,O Barco de Valdeorras ,5,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Estados Unidos ,39.7837304,-100.445882,10125,Oporto ,8859,Camino Primitivo ,6854,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ortigueira ,2,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dinamarca ,55.670249,10.3333283,1757,Ourense ,3221,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,China ,35.000074,104.999927,431,Oviedo - C.N. ,807,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Corea ,36.638392,127.6961188,2774,Oviedo - C.P. ,4156,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Australia ,-24.7761086,134.755,3098,Pamplona ,4321,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Paradela ,3,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pardellas ,1,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Belice ,16.8259793,-88.7600927,4,París ,84,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Peñaseita ,1,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Etiopía ,10.2116702,38.6521203,1,Polonia ,29,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Francia ,46.603354,1.8883335,8305,Ponferrada ,8365,Camino Inglés ,4404,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Tuvalu ,-8.6405212,179.1582918,3,Ponferrada. C.Inv. ,72,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Colombia ,4.099917,-72.9088133,680,Ponte de Lima ,966,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Israel ,31.5313113,34.8667654,141,Porriño ,442,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jamaica ,18.1850507,-77.3947693,3,Povoa de Varzim ,75,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Luxemburgo ,49.8158683,6.1296751,84,Puebla de Sanabria ,335,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bielorrusia ,53.4250605,27.6971358,23,Puente la Reina ,187,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Quiroga ,3,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Irán ,32.6475314,54.5643516,14,R.Pais Vasco C.F. ,169,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Laos ,20.0171109,103.378253,2,Rábade ,37,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chipre ,34.9823018,33.1451285,10,Rabanal del Camino ,152,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ecuador ,-1.3397668,-79.3666965,292,"Rates, S. Pedro ",635,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Reino Unido C.F. ,20,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Reino Unido C.Ing ,6,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Republica Checa ,13,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Resto Africa ,3,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bosnia ,44.3053476,17.5961467,12,Resto Andalucia ,152,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Noruega ,60.5000209,9.0999715,839,Resto Asturias - C.N ,1261,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Grecia ,38.9953683,21.9877132,63,Resto Asturias - C.P. ,309,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Vietnam ,13.2904027,108.4265113,9,Resto C. León - V.P. ,149,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Japón ,36.5748441,139.2394179,840,Resto C. León C.F. ,1422,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Letonia ,56.8406494,24.7537645,70,Resto Cantabria ,309,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Senegal ,14.4750607,-14.4529612,4,Resto de Extremadura ,97,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Kuwait ,29.2733964,47.4979476,3,Resto Europa ,67,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Resto Galicia ,5,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Taiwán ,23.9739374,120.9820179,88,Resto País Vasco - C.N. ,362,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Hungría ,47.1817585,19.5060937,954,Resto Portugal ,1602,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,República Checa ,49.8167003,15.4749544,769,Ribadeo ,1251,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bermudas ,32.3018217,-64.7603583,1,Roma ,30,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Irlanda ,52.865196,-7.9794599,5012,Roncesvalles ,8268,Muxia-Finisterre ,457,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Rusia ,3,NULL,NULL,NULL,NULL
2013,Yes,215880,Male,117872,Foot,188191,Religious,86291,España ,39.3260685,-4.8379791,105891,S. Jean P. Port ,26569,Camino Francés ,151761,30 - 60 ,121305
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Puerto Rico ,18.2214149,-66.4132818,120,Sahagún ,428,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Uruguay ,-32.8755548,-56.0201525,218,Salamanca ,567,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Siria ,34.6401861,39.0494106,2,Salas ,43,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Venezuela ,8.0018709,-66.1109318,734,Samos ,1180,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,San Juan de Ortega ,7,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Malta ,35.8885993,14.4476911,108,San Sebastián ,403,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Finlandia ,63.2467777,25.9209164,709,Santander ,1023,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Suiza ,46.7985624,8.2319736,1276,Sevilla ,2292,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sobrado ,2,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sobrado dos Monxes ,2,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chile ,-31.7613365,-71.3187697,208,Somport ,558,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Tailandia ,14.8971921,100.83273,13,Sto. Domingo de la Calzada ,158,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Islandia ,64.9841821,-18.1059013,58,Suiza ,269,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Liechtensein ,47.1416307,9.5531527,6,Tineo - C.P. ,117,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,México ,22.5000485,-100.000037,1173,Triacastela ,1957,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,Wheelchair,66,NULL,NULL,Portugal ,40.0332629,-7.8896263,10698,Tui ,9394,Via de la Plata ,9016,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Valcarlos ,8,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canadá ,61.0666922,-107.991707,3373,Valença do Minho ,4380,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Kazajistán ,47.2286086,65.2093197,9,Valencia O.C. ,143,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Eritrea ,15.9500319,37.9999668,1,Valladolid ,26,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Guatemala ,15.6356088,-89.8988087,58,Vega de Valcarce ,273,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Vegadeo ,2,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ventas de Narón ,2,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Madagascar ,-18.9249604,46.4416422,3,Verín ,87,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Marruecos ,31.1728205,-7.3362482,18,Vezelay ,176,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Emiratos Arabes Unidos ,24.0002488,53.9994829,13,Viana do Castelo ,161,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jordania ,31.1667049,36.941628,18,Vigo ,176,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Vilabade ,2,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Austria ,47.59397,14.12456,1711,Vilafranca ,2735,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nueva Zelanda ,-41.5000831,172.8344077,520,Vilalba ,848,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Vincios ,3,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Trinidad y Tobago ,10.8677845,-60.9821067,2,Viseu ,63,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Viveiro ,1,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Guinea ,10.7226226,-10.7083587,3,Xunqueira de Ambia ,65,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Estonia ,58.7523778,25.3319078,115,Zamora ,422,NULL,NULL,NULL,NULL
2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nigeria ,9.6000359,7.9999721,8,Zaragoza ,129,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Uzbekistán ,41.32373,63.9528098,1,A Guarda ,151,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A Rúa ,17,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bangladesh ,23.5031022,90.0038652,1,Abadin ,150,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ecuador ,-1.3397668,-79.3666965,285,Alemania ,618,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pakistán ,30.3308401,71.247499,15,Allariz ,85,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Andorra ,6,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Marruecos ,31.1728205,-7.3362482,27,Arles ,220,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Artieda ,1,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Australia ,-24.7761086,134.755,3792,Astorga ,5810,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Austria ,110,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Kazajistán ,47.2286086,65.2093197,6,Aveiro ,39,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bulgaria ,42.6073975,25.4856617,368,Avilés ,629,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Singapur ,1.357107,103.8194992,92,Baamonde ,324,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Uganda ,1.5333554,32.2166578,4,Badajoz ,25,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Namibia ,-23.2335499,17.3231107,15,Baiona ,86,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Barcelona ,105,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Israel ,31.5313113,34.8667654,184,Barcelos ,542,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bolivia ,-17.0568696,-64.9912286,63,Bélgica ,317,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mongolia ,46.8250388,103.8499736,4,Benavente ,25,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Betanzos ,5,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Venezuela ,8.0018709,-66.1109318,551,Bilbao ,1029,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Borres ,1,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chile ,-31.7613365,-71.3187697,211,Braga ,565,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Belgica ,50.6402809,4.6667145,1834,Burgos ,3739,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Panamá ,8.559559,-81.1308434,17,Cáceres ,93,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Irak ,33.0955793,44.1749775,1,Cadavo ,116,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Tailandia ,14.8971921,100.83273,7,Canfranc ,50,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Laos ,20.0171109,103.378253,1,Carrión de los Condes ,152,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Islas Feroe ,62.0448724,-7.0322972,23,Cast. la Mancha - C.F. ,105,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Vietnam ,13.2904027,108.4265113,20,Castilla la Mancha otros ,103,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,San Marino ,43.9458623,12.458306,9,Castilla La Mancha VP ,67,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Emiratos Arabes Unidos ,24.0002488,53.9994829,4,Castrojeriz ,32,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Senegal ,14.4750607,-14.4529612,3,Cataluña - C.F. ,187,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Haití ,19.1399952,-72.3570972,7,Cataluña - O.C. ,58,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cea ,1,NULL,NULL,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Francia ,46.603354,1.8883335,9348,Cebreiro ,10261,Ingles-Camino ,7200,NULL,NULL
2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chantada ,2,NULL,NULL,NULL,NULL
