Year,Holy Year,Total Pilgrims,Gender,Number of Pilgrims by Gender,Completed by,Completed by Number of Pilgrims,Motivation,Motivation Number of Pilgrims,Nationality,Lat,Long,Number of Pilgrims by Nationality,Region Started,Number of Pilgrims per Region Started,Camino Route,Number of Pilgrims per Route,Age Range,Number of Pilgrims per Age Range
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bosnia ,44.3053476,17.5961467,5,Canfranc ,102,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Líbano ,33.8750629,35.843409,10,Carrión de los Condes ,144,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jordania ,31.1667049,36.941628,2,Castilla la Mancha ,34,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Angola ,-11.8775768,17.5691241,1,Castrojeriz ,29,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Paraguay ,-23.3165935,-58.1693445,5,Cataluña ,112,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Portugal ,40.0332629,-7.8896263,4001,Cebreiro ,7367,Camino Primitivo ,2569,> 65,6298
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Panamá ,8.559559,-81.1308434,7,Chaves-Portugal ,134,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Malawi ,-13.2687204,33.9301963,2,Comunidad Valenciana ,31,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Armenia ,40.7696272,44.6736646,1,Córdoba ,18,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jamaica ,18.1850507,-77.3947693,1,Dinamarca ,15,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Egipto ,1,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Honduras ,15.2572432,-86.0755145,4,Estella ,99,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Corea ,36.638392,127.6961188,449,Ferrol ,910,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Kenya ,1.4419683,38.4313975,4,Finisterre ,76,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sierra Leona ,8.6400349,-11.8400269,1,Fonfría ,7,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Islandia ,64.9841821,-18.1059013,24,Fonsagrada ,218,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Irlanda ,52.865196,-7.9794599,1090,Francia ,1870,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ecuador ,-1.3397668,-79.3666965,56,Frómista ,295,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Filipinas ,12.7503486,122.7312101,16,Gijón ,172,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Congo ,-0.7264327,15.6419155,1,Grado ,11,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Albania ,41.000028,19.9999619,1,Granada ,19,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Letonia ,56.8406494,24.7537645,13,Grandas de Salime ,164,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Martinica ,14.6367927,-61.0158269,1,Granja de Moreruela ,7,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Grecia ,1,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Guntín ,2,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,China ,35.000074,104.999927,19,Hendaya ,177,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Eslovenia ,45.8133113,14.4808369,167,Holanda ,637,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Liechtensein ,47.1416307,9.5531527,7,Hospital de Órbigo ,121,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Arabia Saudí ,25.6242618,42.3528328,1,Huelva ,13,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Hungría ,1,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Irlanda ,3,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,República Checa ,49.8167003,15.4749544,560,Irún ,1096,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nigeria ,9.6000359,7.9999721,2,Italia ,51,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Luxemburgo ,49.8158683,6.1296751,53,Jaca ,293,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jerusalem ,2,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,La Bañeza ,2,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Vietnam ,13.2904027,108.4265113,1,La Mesa ,22,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nicaragua ,12.6090157,-85.2936911,5,Laza ,107,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Holanda ,52.2288689,5.3214503,1655,Le Puy ,2964,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,Wheelchair,7,NULL,NULL,Francia ,46.603354,1.8883335,6982,León ,7691,Via de la Plata ,4193,36 - 65,58631
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Leyre ,1,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bolivia ,-17.0568696,-64.9912286,27,Lisboa ,219,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Japón ,36.5748441,139.2394179,327,Logroño ,885,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,República Dominicana ,19.0974031,-70.3028026,20,Lourdes ,198,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Indonesia ,-2.4833826,117.8902853,3,Lourenzá ,71,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Andorra ,42.5407167,1.5732033,79,Lugo ,451,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Senegal ,14.4750607,-14.4529612,1,Luxemburgo ,7,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Croacia ,45.5643442,17.0118954,31,Madrid -C.F. ,247,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bermudas ,32.3018217,-64.7603583,1,Málaga ,12,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ucrania ,49.4871968,31.2718321,33,Mérida ,259,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Lituania ,55.3500003,23.7499997,30,Mondoñedo ,239,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Granada ,37.1734995,-3.5995337,1,Monforte ,9,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pakistán ,30.3308401,71.247499,1,Murcia ,20,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Tailandia ,14.8971921,100.83273,5,Muxía ,103,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Etiopía ,10.2116702,38.6521203,2,Nájera ,40,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Malta ,35.8885993,14.4476911,15,Neda ,167,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dinamarca ,55.670249,10.3333283,835,Oporto ,1763,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Omán ,21.0000287,57.0036901,1,Ortigueira ,7,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,México ,22.5000485,-100.000037,514,Ourense ,1053,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Polonia ,52.215933,19.134422,867,Oviedo ,1828,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Suiza ,46.7985624,8.2319736,1136,PAÍS ,2007,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Reino Unido ,54.7023545,-3.2765753,1696,Pamplona ,3876,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Santo Tomé y Príncipe ,0.8875498,6.9648718,3,París ,63,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Petín ,2,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Trinidad y Tobago ,10.8677845,-60.9821067,1,Polonia ,5,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Estados Unidos ,39.7837304,-100.445882,2229,Ponferrada ,6050,Camino Inglés ,1085,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Rumania ,45.9852129,24.6859225,75,Ponte de Lima ,375,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Egipto ,26.2540493,29.2675469,2,Porriño ,53,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Islas Feroe ,62.0448724,-7.0322972,6,Puebla de Sanabria ,119,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Guatemala ,15.6356088,-89.8988087,20,Puente la Reina ,203,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mónaco ,43.733334,7.416667,2,Rábade ,33,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Puerto Rico ,18.2214149,-66.4132818,47,Rabanal del Camino ,278,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bielorrusia ,53.4250605,27.6971358,1,Reino Unido ,16,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dominica ,19.0974031,-70.3028026,1,República Chea ,9,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sri Lanka ,7.5554942,80.7137847,2,Resto de Andalucía ,54,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Venezuela ,8.0018709,-66.1109318,162,Resto de Asturias ,551,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Taiwán ,23.9739374,120.9820179,8,Resto de Cantabria ,140,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Argentina ,-34.9964963,-64.9672817,377,Resto de Castilla-León ,893,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Vanuatu ,-16.5255069,168.1069154,1,Resto de Europa ,5,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chile ,-31.7613365,-71.3187697,89,Resto de Euskadi ,483,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Guinea ,10.7226226,-10.7083587,1,Resto de Extremadura ,27,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Suecia ,59.6749712,14.5208584,588,Resto de Portugal ,1196,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Colombia ,4.099917,-72.9088133,184,Ribadeo ,661,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Costa de Marfil ,7.9897371,-5.5679458,1,Roma ,9,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,Horseback,364,Not religious,9501,Italia ,42.6384261,12.674297,10275,Roncesvalles ,9001,Camino del Norte ,5871,19 - 35,37689
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Israel ,31.5313113,34.8667654,64,Sahagún ,354,NULL,NULL,NULL,NULL
2007,NULL,NULL,Female,47246,Bike,19702,Religious and other,60944,Alemania ,51.0834196,10.4234469,13837,Saint Jean Pied de Port ,14040,Camino Portugués ,8110,13 - 18,10338
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Costa Rica ,10.2735633,-84.0739102,36,Salamanca ,261,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mauritania ,20.2540382,-9.2399263,1,Salas ,7,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Eslovaquia ,48.7411522,19.4528646,269,Samos ,813,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Kirguistán ,41.5089324,74.724091,1,San Juan de Ortega ,8,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Uruguay ,-32.8755548,-56.0201525,81,Santander ,475,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,India ,22.3511148,78.6677428,10,Santo Domingo de la Calzada ,157,NULL,NULL,NULL,NULL
2007,No,114026,Male,66780,Foot,93953,Religious,43581,España ,39.3260685,-4.8379791,55326,Sarria ,18969,Camino Francés ,91872,< 12 ,1070
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Noruega ,60.5000209,9.0999715,628,Sevilla ,1432,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Finlandia ,63.2467777,25.9209164,427,Somport ,898,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Perú ,-6.8699697,-75.0458515,56,Suiza ,323,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Serbia ,44.1534121,20.55144,4,Tineo ,83,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Hungría ,47.1817585,19.5060937,625,Triacastela ,1312,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Brasil ,-10.3333333,-53.2,1395,Tuy ,2760,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Laos ,20.0171109,103.378253,1,Valcarlos ,13,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Australia ,-24.7761086,134.755,785,Valença do Minho ,1454,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Macedonia ,34.6401861,39.0494106,3,Valencia ,67,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Botswana ,-23.1681782,24.5928742,1,Valladolid ,12,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bulgaria ,42.6073975,25.4856617,30,Vega de Valcarce ,230,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Vegadeo ,1,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Turquía ,38.9597594,34.9249653,2,Verín ,62,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Irán ,32.6475314,54.5643516,10,Vezelay ,160,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Malasia ,4.5693754,102.2656823,4,Vigo ,95,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nueva Zelanda ,-41.5000831,172.8344077,195,Vilalba ,693,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Belgica ,50.6402809,4.6667145,1332,Villafranca ,2110,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,San Marino ,43.9458623,12.458306,1,Xunqueira de Ambia ,26,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,El Salvador ,13.8000382,-88.9140683,20,Zamora ,180,NULL,NULL,NULL,NULL
2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Zimbabwe ,-18.4554963,29.7468414,3,Zaragoza ,69,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A Guarda ,1,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Honduras ,15.2572432,-86.0755145,8,A Gudiña ,122,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Guinea ,10.7226226,-10.7083587,3,Abadín ,65,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Venezuela ,8.0018709,-66.1109318,210,Alemania ,720,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chipre ,34.9823018,33.1451285,8,Allariz ,125,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Andorra ,3,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Paraguay ,-23.3165935,-58.1693445,9,Arles ,148,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canadá ,61.0666922,-107.991707,1933,Astorga ,5050,Otros caminos ,333,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Serbia ,44.1534121,20.55144,5,Austria ,72,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Puerto Rico ,18.2214149,-66.4132818,48,Avilés ,300,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Badajoz ,7,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Islas Feroe ,62.0448724,-7.0322972,8,Bárcelona ,116,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Islandia ,64.9841821,-18.1059013,28,Bélgica ,230,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yugoslavia ,44.81899672,20.4573315,1,Benavente ,11,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Estonia ,58.7523778,25.3319078,129,Bilbao ,566,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Malta ,35.8885993,14.4476911,16,Braga ,173,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Reino Unido ,54.7023545,-3.2765753,1559,Burgos ,3179,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Panamá ,8.559559,-81.1308434,5,Cáceres ,76,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Kazajistán ,47.2286086,65.2093197,3,Cadavo ,64,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nigeria ,9.6000359,7.9999721,2,Canfranc ,54,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Taiwán ,23.9739374,120.9820179,11,Carrión de los Condes ,151,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Argelia ,28.0000272,2.9999825,5,Castilla la Mancha ,84,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,San Marino ,43.9458623,12.458306,3,Castrojeriz ,64,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cuba ,23.0131338,-80.8328748,11,Cataluña ,153,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cea ,1,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Portugal ,40.0332629,-7.8896263,4341,Cebreiro ,7874,Camino Primitivo ,2719,> 65,7158
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,India ,22.3511148,78.6677428,12,Chaves-Portugal ,155,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pakistán ,30.3308401,71.247499,2,Comunidad Valenciana ,53,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Córdoba ,4,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dinamarca ,1,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Malasia ,4.5693754,102.2656823,6,Estella ,99,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Noruega ,60.5000209,9.0999715,718,Ferrol ,1223,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Zimbabwe ,-18.4554963,29.7468414,2,Finisterre ,47,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Finlandia ,1,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nicaragua ,12.6090157,-85.2936911,5,Fonsagrada ,83,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Polonia ,52.215933,19.134422,1102,Francia ,1961,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Grecia ,38.9953683,21.9877132,26,Frómista ,218,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ecuador ,-1.3397668,-79.3666965,61,Gijón ,342,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Timor Oriental ,-8.5151979,125.8375756,1,Grado ,12,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jamaica ,18.1850507,-77.3947693,1,Granada ,30,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Singapur ,1.357107,103.8194992,9,Grandas de Salime ,130,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cabo Verde ,16.0000552,-24.0083947,1,Granja de Moreruela ,37,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Grecia ,2,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Líbano ,33.8750629,35.843409,8,Hendaya ,100,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Eslovenia ,45.8133113,14.4808369,229,Holanda ,733,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,El Salvador ,13.8000382,-88.9140683,9,Hospital de Órbigo ,151,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Huelva ,11,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Hungría ,1,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jordania ,31.1667049,36.941628,1,Irlanda ,29,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Corea ,36.638392,127.6961188,915,Irún ,1356,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Vietnam ,13.2904027,108.4265113,3,Italia ,62,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Lituania ,55.3500003,23.7499997,54,Jaca ,304,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jerusalem ,1,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nepal ,28.1083929,84.0917139,1,La Mesa ,13,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Siria ,34.6401861,39.0494106,1,Laza ,13,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Brasil ,-10.3333333,-53.2,1365,Le Puy ,2818,NULL,NULL,NULL,NULL
